id,timestamp,student_id,grade,date_and_time_of_misbehavior,location_of_misbehavior,documenting_staff_id,documenting_staff,classroom_or_administrative_managed,type_of_misbehavior,narrative_description_of_misbehavior,consequence,reporting_staff_id,reporting_staff,d12_planning_completed,narrative_of_consequence
935,2014-12-15 12:01:00.000000,132,4,2014-12-15 11:50:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Alex was not following any of the instructions inside the classroom that the teacher and TA was giving him. When told to come to the SSC he told the teacher and the TA ""No"".","Phone call/email/letter home, SSC for the rest of the day.",69,Mr. North,"A, B, C, D",Alex receive a phone call home and will be in the SSC for the remaining of the day. If Alex keep this type of behavior going a loss of privileges will be put in place. As well as a meeting with mom.
936,2015-01-05 15:04:00.000000,132,4,2015-01-05 14:30:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Alex wasn't trying to do any of his work because he felt it was to hard.,Verbal warning with reminder of positive expectation,66,Mr. Keiley,"A, B, C, D",Alex was reminded of positive expectation.
937,2015-01-30 11:22:00.000000,132,4,2015-01-30 11:03:00.000000,Hallway,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Alex was in the hallway fighting with Martha. A teacher told them to stop but they keep going.,Lunch Detention,66,Mr. Keiley,"A, B, C, D",Alex will get lunch detention for his actions.
938,2014-01-27 15:05:00.000000,203,1,2014-01-21 12:41:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Not listening to Coach Chuy,Verbal warning with reminder of positive expectation,72,Mr. P,"A, B, C, D",Sent to D-12
939,2015-01-21 10:08:00.000000,224,2,2015-01-21 10:00:00.000000,Playground,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Jamari kick a girl in her leg because she hit him.,"Phone call/email/letter home, Lunch Detention",135,Ms. Arely,"A, B, C, D",Jamari will receive a phone call home and have lunch detention for his actions.
940,2015-01-30 12:54:00.000000,224,2,2015-01-30 12:47:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Jamari was rolling around in his skate shoes when the teacher and ta told him to stop he wouldn't.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",134,Ms. Arely,"A, B, C, D",Jamari can not wear his stake shoes to school with the wheel on them.
941,2014-01-16 10:45:00.000000,269,3,2014-01-16 10:40:00.000000,Playground,29,Mr. Black,Administrative,Major Defiances (D12),not listening to the teacher and playing around when i wasn't suppose to,Verbal warning with reminder of positive expectation,139,Ms. Chandra,"A, B, C, D","did the ""plan to get back on track"" form"
942,2014-11-07 12:31:00.000000,274,,2014-11-07 00:02:00.000000,Classroom,29,Mr. Black,Administrative,Profanity directed at adults (D12),Gabriel was using profanity in class.,Verbal warning with reminder of positive expectation,129,Ms. Alex,"A, B, C, D",Gabriel was reminded of positive expectation inside the classroom. If the foul language continues we will have a meeting with mom.
943,2014-01-29 09:27:00.000000,179,5,2014-01-22 11:24:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Will not participate in yoga because she doesn't like yoga,Verbal warning with reminder of positive expectation,4,Ms. Chandra,"A, B, C, D",Do yoga even if you don't like it. There will be things in life that you don't want to do but you have to do them. At the moment yoga is one of those things.
944,2014-07-07 12:10:00.000000,95,9,2014-07-02 08:22:00.000000,Hallway,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"Jocelyn told Mr.Fenick more than once that ""something bad was going to happen to him tonight"". Jocelyn shared with me that she was just playing around with Mr.Fenick and she didn't mean to harm him.",Verbal warning with reminder of positive expectation,64,Mr. Fenick,"A, B, C, D",If something like this comes up again ether with a staff or schoolmates her consequence will be more than a slap on the wrist and a conversation. Even tho Jocelyn was playing around its not ok to play like that with anyone.
945,2014-03-24 11:40:00.000000,78,10,2014-03-14 22:02:00.000000,Classroom,29,Mr. Black,Classroom,"Major Defiances (D12), Major Disruptions (D12)",Some boys in my class were saying some mean things about me.,sit quietly,20,Ms.  Sanchez,"A, B, C, D",Was sent to D-12 and will not listen to what the boys say next time
946,2014-08-08 14:54:00.000000,78,11,2014-08-07 00:37:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","In class Brianna was using profanity, showing defiance, and being disrespectful towards the teacher.","Phone call/email/letter home, Nutrition Detention, Lunch Detention",71,Mr. Ojeda,"A, B, C, D",Brianna was sent to D12 and received a phone call home. She will spend her lunch and snack in D12 the following day. This is the third time this week that Brianna have done this behavior towards the teacher. She also spoke to Mr. Wiseman about this same behavior two days ago. Brianna is on the girls basketball team and I would hate if this behavior gets her kicked off. At the same time If this comes up again she will have IIS.
947,2014-08-13 12:31:00.000000,78,10,2014-08-07 12:37:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)","Brianna Walker was using profanity, modeling defiance, and being disrespectful towards the teacher while class was in  session.","Phone call/email/letter home, Lunch Detention",71,Mr. Ojeda,"A, B, C, D","This is Brianna third time this week showing this behavior in the class towards Mr.Ojeda. The first time Mr.Mo made a plan with Brianna, second time Brianna spoke to Mr.Mo and Mr. Wiseman. if this happens again Brianna will have a deeper consequence for her actions."
948,2014-09-04 14:26:00.000000,78,10,2014-08-07 12:37:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)","Brianna was using profanity, showcasing defiance, and disrespect towards the teacher in the classroom.","Phone call/email/letter home, Nutrition Detention, Lunch Detention",71,Mr. Ojeda,"A, B, C, D",Brianna received a phone call home and had a meeting with Mr. Wiseman.
949,2014-11-26 11:42:00.000000,78,10,2014-08-07 12:37:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12), Profanity directed at adults (D12)","Brianna W was using profanity, displaying disruptions, and defiance's towards her teacher and classmates.","Phone call/email/letter home, Nutrition Detention, Lunch Detention, Loss of privileges",71,Mr. Ojeda,"A, B, C, D","Brianna receive a phone call home, nutrition, lunch detention, and a loss of privileges( couldn't a half in her basketball game)."
950,2015-01-21 12:02:00.000000,78,9,2015-01-21 12:01:00.000000,Classroom,29,Mr. Black,Administrative,Truancy/Ditching (D12),Brainna W didn't go to the rest of second period and all of third period.,Lunch Detention,161,Ms. Tyler,"A, B, C, D",Brianna W will have lunch detention for not going to the rest of second period and all of third period.
951,2014-02-11 14:40:00.000000,59,1,2014-02-10 02:01:00.000000,Gym,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Throwing pencils in the air and talking non stop.,Verbal warning with reminder of positive expectation,6,Mr.  Nunez,"A, B, C, D","Sent to D-12, spoke about the important's on WHY it is not okay to throw things or talk while the teacher is talking"
952,2014-11-25 11:15:00.000000,119,11,2014-09-30 11:45:00.000000,Classroom,29,Mr. Black,Administrative,Play fighting (CM),Brianna was inside the classroom play fighting while she was suppose to be getting ready for groups.,Verbal warning with reminder of positive expectation,161,Ms. Tyler,"A, B, C, D",Brianna was reminded of positive expectation and why play fighting is VERY unsafe. Play fighting turns into real fighting.
953,2014-10-24 15:06:00.000000,194,2,2014-10-24 14:54:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Ta'Vares was talking and playing when the teacher was trying to teach.,Verbal warning with reminder of positive expectation,160,Ms. Trudy,"A, B, C, D","Ta'Vares was reminded of positive expectation and the four WE Are rules:
Respectful
Responsible
Safe
Ready to Learn"
954,2014-12-17 10:24:00.000000,194,1,2014-12-17 10:17:00.000000,Classroom,29,Mr. Black,Administrative,"Major Disruptions (D12), Verbal/Physical Intimidation (D12)",Ta'Vares was kicking and hitting others. He also was not getting any work done in class. Displaying a lot of defiances and disruptions in the classroom.,"Phone call/email/letter home, Lunch Detention",68,Mr. Black,"A, B, C, D","Ta'Varse will get a phone call home, lunch detention, and will not go to the holiday party if he continue to put his hands and feet on other. Spoke to Ta'Varse about positive expectations and what they look like in and outside the classroom."
955,2015-01-22 09:58:00.000000,194,1,2015-01-22 09:41:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Ta'Vares was not listing to the teacher, talking when the teacher was talking, and kicking the walls in class.",Verbal warning with reminder of positive expectation,160,Ms. Trudy,"A, B, C, D",Ta'Vares was reminded of positive expectation and things he can do when he's up set.
956,2015-01-23 12:23:00.000000,194,1,2015-01-23 12:21:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Verbal/Physical Intimidation (D12)",Ta'Vares kept kicking a Emmanuel,"Phone call/email/letter home, Lunch Detention",137,Ms. Becca,"A, B, C, D",Ta'Vares will get a phone call home and have lunch detention.
957,2014-01-28 15:24:00.000000,26,1,2014-01-22 01:20:00.000000,Classroom,29,Mr. Black,Administrative,spit on student,Spit on student forehead and shirt. all because the student didn't let her play with another student,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",72,Mr. P,"A, B, C, D",sent to D-12 spoke about how she CAN NOT spit on other students
958,2014-11-25 10:45:00.000000,8,2,2014-08-19 10:22:00.000000,Playground,29,Mr. Black,Administrative,"Profanity directed at students (CM), Verbal/Physical Intimidation (D12)","Elias push, threw a stick, and cuss at a student.","Phone call/email/letter home, Lunch Detention, In School Suspension",132,Ms. Anahi,"A, B, C, D","Elias receive a phone call home, lunch detention, and in school suspension for the remaining of the day."
959,2014-01-15 08:51:00.000000,174,10,2014-01-14 13:30:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Late to class because I was having a conversation with someone, teacher ask me to come talk to her outside but i went to go get a late slip",Verbal warning with reminder of positive expectation,172,Ms. Tyler,"A, B, C, D","did a ""plan to get back on track"" form and spoke to Mr.B about doing things differently next time."
960,2014-07-23 12:46:00.000000,174,10,2014-06-18 14:20:00.000000,Classroom,29,Mr. Black,Administrative,Havent done anywork within two days,"Haven't done any work within two days, being sarcastic in a negative way towards staff inside the classroom.",Verbal warning with reminder of positive expectation,161,Ms. Tyler,"A, B, C, D, E",Spoke to Mr. Mo about my behavior & how the things I'm doing can effect me playing for the basketball team.
961,2014-03-20 12:20:00.000000,143,1,2014-03-07 13:30:00.000000,Classroom,29,Mr. Black,Administrative,Weapons (D12),Elias threw a pencil at Isaiah's eye.,Suspension,74,Mr. T,"A, B, C, D","Elias was sent to D-12, he received an In-School-Suspension for the remaining of the day, and he was suspended for all of Monday."
962,2014-03-24 11:05:00.000000,143,1,2014-03-17 13:30:00.000000,Classroom,29,Mr. Black,Classroom,Major Defiances (D12),Threw pencil at Isaiah's eye. I was throwing pencil in class.,Suspension,124,Ms. Tyler,"A, B, C, D",Was sent to D-12 and apologized to Isaiah and am not throwing things in class.
963,2014-09-09 10:14:00.000000,143,1,2014-08-19 10:22:00.000000,Playground,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"Elias push Joshua, threw a stick at him, and I cuss at him.","Phone call/email/letter home, In School Suspension",137,Ms. Becca,"A, B, C, D","Elias received a phone call home, lunch detention, and spent all day in D12."
964,2014-11-24 10:11:00.000000,143,2,2014-10-08 10:23:00.000000,Snack,29,Mr. Black,Administrative,"Major Defiances (D12), Verbal/Physical Intimidation (D12)","Elias threw a juice a box, went upstairs when he wasn't suppose, spitting from the top stair to the ground, and almost spitting on students.","Brief 1:1 conference during passing period, Lunch Detention, Campus Beautification",68,Mr. Black,"A, B, C, D","Elias consequence was campus beautification, phone call home, and lunch detention."
